id_left,location_left,text_left,length_left
35544,"[441661.10825718124, 4391457.352102915]","[16405, 8705, 18761, 16416]",4
35545,"[446592.18415660586, 4406054.261096872]","[17446, 16710, 17454]",3
35546,"[472250.9030544887, 4414301.47356131]","[10349, 18564, 6191, 26557, 10358]",5
35547,"[446675.1505294249, 4417942.999009616]",[364],1
35548,"[452216.13265278575, 4402968.651032555]","[10349, 18564, 11845, 16901, 17826, 10360, 16914]",7
35549,"[441893.9704061383, 4422093.529825295]","[17446, 16710, 17454]",3
35550,"[456167.0773664969, 4415138.93203719]","[15073, 8269, 20165, 28404, 24999, 18128, 15078, 28420]",8
35551,"[438862.3250027839, 4409770.33918766]","[1933, 25036, 25626, 23826, 2028, 25822]",6
35552,"[436152.4399478692, 4450797.601255243]","[11303, 13722, 26270, 27524, 11845, 11311, 27538]",7
35553,"[433182.1566129972, 4405244.891300125]","[2292, 21131, 25626, 17587, 24581, 18564, 2575, 12512, 2306, 25765, 24584]",11
35554,"[457483.32896823855, 4419551.821785009]","[20906, 23430, 22727, 20915]",4
35555,"[443737.162314125, 4401501.909510904]","[27008, 5828, 27014]",3
35556,"[439124.7064414806, 4427907.59602278]","[5855, 3647, 23962, 20562, 7598, 25028, 25465, 11845, 5933, 7616, 25482]",11
35557,"[440673.42537858326, 4416005.6931004785]","[20846, 11845, 8042, 7673, 1721, 7744, 1761]",7
35558,"[439518.8450942961, 4433239.648795037]","[11468, 28476, 24514, 19134, 23962, 6530, 11504, 24537, 24000]",9
35559,"[459468.60951723706, 4417711.916752834]","[25465, 7540, 2043, 25586, 11174, 25472, 2167]",7
35560,"[439939.27844828425, 4427138.955909299]","[13650, 10409, 26270, 20151, 13654, 26286]",6
35561,"[439173.82578918233, 4419370.975534358]","[7702, 7950, 27590, 7711]",4
35562,"[446382.6815621649, 4409713.95406651]","[13420, 13576, 22223, 27289, 13421, 22224]",6
35563,"[441091.61705562717, 4424538.597558763]","[14155, 27505, 14166]",3
35564,"[425900.4412076627, 4454245.0169757]","[4057, 24449, 25608, 23288, 15019, 4103, 25615]",7
35565,"[438825.4182149778, 4419831.056654692]","[2331, 15059, 27179, 2445]",4
35566,"[453671.92039049783, 4429634.259651728]","[27944, 20021, 11845, 27988, 764]",5
35567,"[441885.07389248285, 4436269.861608537]","[4321, 15665, 4330]",3
35568,"[452283.72996831185, 4432539.01197161]","[6545, 5855, 27340, 7620, 6559, 27350]",6
35569,"[452070.74563202396, 4417297.503591779]","[24859, 15188, 24861]",3
35570,"[453263.3007829527, 4420338.643042662]","[28216, 23676, 3968, 28236]",4
35571,"[448446.1317480143, 4419455.113157867]","[22098, 10272, 17587, 22117]",4
35572,"[465463.98914869555, 4419663.941879362]","[24859, 11830, 24860]",3
35573,"[473083.1337278101, 4417194.501640282]","[18478, 13480, 18500]",3
35574,"[440311.66938828916, 4414789.069983166]","[24941, 24774, 27590, 26208, 26390, 26187, 27610, 1]",8
35575,"[448818.6631354047, 4422501.176203154]","[13266, 18937, 9504, 7038, 13274, 9506]",6
35576,"[461484.86515965103, 4421816.943135845]","[17064, 28137, 17200]",3
35577,"[453552.8606105941, 4429330.127665436]","[21496, 13480, 17861, 26109, 21507, 17906]",6
35578,"[450900.56526436267, 4436053.740524297]","[21531, 11685, 8937, 4648, 11954, 4321, 15665, 21641, 4659, 4330]",10
35579,"[442191.13942109107, 4430322.604696474]","[28248, 4711, 14968, 24273, 17244, 22167, 28249, 14998]",8
35580,"[449288.91100813675, 4422650.461647893]","[19850, 26198, 11845, 19861]",4
35581,"[448594.3302942105, 4424026.977875351]","[20304, 13667, 20325]",3
35582,"[432554.07515762106, 4400677.482739934]","[18104, 18079, 18111]",3
35583,"[449731.0156072924, 4418531.971811635]","[15718, 9943, 28216, 15719]",4
35584,"[444337.4092384353, 4435336.874705044]","[9663, 27437, 17587, 27474]",4
35585,"[452008.08116299484, 4425986.277581178]","[23676, 20903, 23682]",3
35586,"[444305.3430371723, 4414911.343135539]","[14833, 5855, 25277, 8597, 1887, 24728, 14837, 25280, 1]",9
35587,"[470502.37870738574, 4417661.303461154]","[18678, 24854, 18687]",3
35588,"[455222.35269335425, 4414229.860310647]","[22498, 24857, 22517]",3
35589,"[475277.5114291773, 4442184.660859672]","[18079, 22167, 18095]",3
35590,"[447574.45075991534, 4412144.522084644]","[23369, 5161, 9504, 7038, 23375, 9506]",6
35591,"[443888.33812752436, 4422078.587999579]","[5855, 3647, 4831, 22098, 12414, 5872, 4871]",7
35592,"[448516.2460874243, 4412442.976430909]","[7038, 8597, 7050]",3
35593,"[407648.537963461, 4423346.200757594]","[4727, 21531, 27437, 21786]",4
35594,"[442100.6709719915, 4402885.921392751]","[27871, 22167, 17861, 18104, 27875, 17884]",6
35595,"[429198.35861610033, 4419457.029711813]","[7978, 26612, 8884, 21531, 27437, 8015, 21786]",7
35596,"[445895.4279264312, 4407278.558595357]","[28350, 12230, 5802, 28371]",4
35597,"[452062.13439336297, 4415925.719127293]","[2043, 25586, 11174, 2167]",4
35598,"[451965.83049558307, 4419279.713140877]","[7907, 7540, 28350, 27265, 28393, 764]",6
35599,"[442492.0525929641, 4423613.306211113]","[25626, 23771, 23826, 9823, 13819, 16349, 8937, 25465, 11845, 7620, 27505, 6849, 25821, 9839, 9199, 27507]",16
35600,"[458755.26926044846, 4416039.066418343]","[18128, 7038, 18129]",3
35601,"[447062.21248721523, 4422970.4624488605]","[26595, 22603, 26606]",3
35602,"[453384.3688129143, 4420947.610394865]","[17861, 26109, 2043, 25586, 11174, 11392, 4321, 17906, 2167, 11399]",10
35603,"[440577.9156093361, 4433841.027546899]","[24223, 26270, 23962, 10518, 27590, 24229, 10525]",7
35604,"[492105.06081711466, 4422180.997810955]","[17790, 16441, 18478, 22167, 17861, 26109, 11845, 17801, 18523, 17908]",10
35605,"[462401.97746103257, 4441170.626075144]","[22603, 14910, 18217, 2565, 3848, 5217, 19819, 22631, 2566, 5220]",10
35606,"[429201.18779290863, 4419761.8751147045]","[12093, 12512, 5404, 5467, 12108, 5406]",6
35607,"[450673.91174571624, 4419135.528807633]","[16579, 6916, 10681, 7303, 16582, 10722]",6
35608,"[442319.852280135, 4400750.302906595]","[18664, 3848, 14945, 18665]",4
35609,"[444348.58850499365, 4436861.129905475]","[12811, 23146, 1933, 20359, 11725, 8548, 12853, 2011, 11746]",9
35610,"[453175.62122163834, 4406011.198227406]","[17640, 26794, 8548, 17649]",4
35611,"[455417.3832303522, 4427489.828632548]","[15113, 11387, 10681, 20674, 5828, 15115, 10866]",7
35612,"[470958.9621755044, 4444943.698570575]","[8937, 23653, 9173]",3
35613,"[440505.22551397973, 4424543.155357822]","[25995, 26109, 17987, 26020]",4
35614,"[444458.2659929942, 4419787.963454129]","[5855, 3647, 20562, 5924]",4
35615,"[438965.9560284283, 4422726.141717332]","[4321, 27907, 27590, 4347]",4
35616,"[449844.37842709344, 4417921.515582783]","[7338, 25608, 10436, 7371]",4
35617,"[452095.63512403786, 4421260.452806299]","[17446, 25608, 23288, 14101, 12135, 17861, 26109, 2331, 19771, 26270, 25615, 14112, 17906, 2473]",14
35618,"[451342.5991446298, 4431935.259414074]","[5848, 9719, 5849]",3
35619,"[465691.8365486613, 4418138.678772937]","[27082, 27505, 27121]",3
35620,"[468094.26566226274, 4431236.753393756]","[7620, 8884, 21531, 7633]",4
35621,"[449823.35166021826, 4414720.684050959]","[5855, 3647, 22409, 18198, 6669, 18564, 27590, 5928]",8
35622,"[450687.71009167307, 4421269.428637938]","[2331, 15059, 27179, 27524, 11786, 2445, 27537]",7
35623,"[440526.66177336563, 4427286.775960115]","[27294, 7673, 8226, 27298]",4
35624,"[468577.79969817377, 4462940.10017246]","[24752, 19373, 24762]",3
35625,"[452638.0408024779, 4432994.085487518]","[6350, 24614, 9245, 8490, 6488, 9286]",6
35626,"[452659.5761446514, 4417598.682546538]","[13650, 10409, 13654]",3
35627,"[449960.7579445585, 4417768.324273147]","[16901, 17058, 25058, 8921, 16912, 25059]",6
35628,"[444650.9974668838, 4430151.866247653]","[3496, 15708, 15141, 3537]",4
35629,"[451773.5048145235, 4388643.790005038]","[24859, 11830, 4948, 8226, 13015, 3848, 24860, 4960, 13017]",9
35630,"[457819.38480572414, 4416653.877163931]","[18079, 22167, 18095]",3
35631,"[446459.64984225394, 4420688.228794007]","[22760, 6906, 22782]",3
35632,"[436391.3229655907, 4451405.347196131]","[14240, 11656, 17640, 26794, 14242, 17648]",6
35633,"[461812.2744636396, 4440258.9978714585]","[2941, 11944, 6350, 22950, 1]",5
35634,"[444363.1643971567, 4422837.259676281]","[16074, 15464, 13287, 23396, 16084, 13289]",6
35635,"[442726.6371896839, 4423611.539168501]","[25995, 26109, 17987, 8937, 28305, 26020, 9236]",7
35636,"[455712.4248675634, 4417732.785944004]","[6350, 24614, 24581, 18564, 2575, 12512, 6488, 24584]",8
35637,"[442047.2481845052, 4426817.747180985]","[4648, 24865, 13084, 4673]",4
35638,"[441335.5680248783, 4425756.172151193]","[6265, 9943, 15526, 6277]",4
35639,"[453371.3263643216, 4418813.713624762]","[28193, 1721, 27437, 8695, 27454]",5
35640,"[450077.86242828507, 4435601.812881916]","[19147, 14101, 23676, 20903, 19164]",5
35641,"[451369.93908670987, 4436203.149554913]","[23880, 22261, 23885]",3
35642,"[437135.9253298531, 4442557.646434459]","[18231, 3968, 27524, 18232]",4
35643,"[465289.1111347099, 4432773.314168005]","[5855, 3647, 27524, 11845, 5937]",5
35644,"[444489.3528656105, 4424055.784478704]","[18478, 13480, 18500]",3
35645,"[469272.9086678767, 4461717.7643148415]","[26406, 16798, 5828, 9943, 26464, 5832]",6
35646,"[471212.620261029, 4450125.32284478]","[9649, 23042, 9659]",3
35647,"[438817.2059618791, 4433397.703224671]","[26031, 26109, 17244, 22167, 26035]",5
35648,"[435223.98631312686, 4451567.710827316]","[8126, 17064, 25626, 28593, 8169, 25884]",6
35649,"[447674.90709346405, 4426776.977779763]","[20414, 24871, 20419]",3
35650,"[450307.9406509305, 4417003.920031688]","[14560, 18037, 14573]",3
35651,"[464146.66645843745, 4414030.355510263]","[18689, 7728, 7702, 7950, 6849, 18692, 7704]",7
35652,"[453336.8824216771, 4413174.163155691]","[14101, 14885, 22409, 5788, 14124, 22413]",6
35653,"[463038.99078881135, 4403518.536478773]","[27082, 14181, 18079, 22167, 27104, 18095]",6
35654,"[451544.8858284556, 4426903.78569773]",[1650],1
35655,"[447573.4058057732, 4411992.10240706]","[16901, 23872, 11845, 16920]",4
35656,"[442438.216735138, 4431997.495385128]","[8398, 14253, 8226, 26270, 20151, 8405, 26286]",7
35657,"[453464.54412155674, 4414850.065010616]","[10681, 16486, 11180, 12359, 15210, 16486, 16710, 11929, 4632, 15019, 10815, 12372, 16498, 11932]",14
35658,"[459722.68918294256, 4421368.773328059]","[14780, 3647, 6350, 12253, 7915, 2326, 2575, 12512, 14782, 6420, 7917]",11
35659,"[444948.58301520185, 4422680.577921026]","[25213, 10434, 12291, 26557, 1, 12310]",6
35660,"[438243.5990655309, 4420445.473418972]","[4648, 24865, 13084, 4673]",4
35661,"[454723.9788153866, 4429170.636535841]","[5420, 12811, 25465, 11845, 22409, 5788, 27505, 5439, 25482, 22415]",10
35662,"[457952.73949748126, 4419549.220086124]","[22498, 24857, 22517]",3
35663,"[449851.39018542116, 4418988.4629377555]","[15141, 28570, 28063, 15174]",4
35664,"[441558.45207370043, 4439473.508403994]","[4489, 10254, 8555, 18079, 28250, 11845, 4492, 18103]",8
35665,"[444083.8832129743, 4416742.108030762]","[2043, 25586, 11174, 9447, 7119, 25586, 2167, 9454]",8
35666,"[451250.00271939335, 4417455.1274444675]","[20719, 11786, 20724]",3
35667,"[444633.2475580099, 4427713.0851748865]","[13650, 10409, 13654]",3
35668,"[427337.2583401435, 4396457.015496548]","[4711, 20582, 7119, 23914, 4720, 7165]",6
35669,"[456042.6424528334, 4413920.24824641]","[23676, 20903, 24256, 5637, 23682, 24258, 742]",7
35670,"[438375.7260308344, 4422273.593446209]","[16486, 16710, 22564, 9943, 16498, 22577]",6
35671,"[446439.323206374, 4417792.221618971]","[24314, 5399, 28476, 24316]",4
35672,"[464810.66159687575, 4405186.8236436285]","[21288, 10986, 21155, 13819, 12924, 8937, 5591, 13135, 11392, 22603, 23676, 20903, 21303, 12928, 13140, 23682]",16
35673,"[450039.28333816706, 4411823.168754524]","[16096, 16865, 2331, 21131, 12593, 8695, 16106, 21136]",8
35674,"[443522.167064109, 4435952.6324406965]","[3074, 11389, 3077]",3
35675,"[438819.72744821606, 4404435.671800277]","[4476, 20165, 22877, 23123, 8490, 21531, 27437, 4481, 22898, 21786]",10
35676,"[441568.9172937004, 4425601.945530685]","[15804, 23255, 18079, 22167, 15808, 18095]",6
35677,"[433958.7871112871, 4427036.068129461]","[14795, 26390, 4948, 8226, 14821, 4960]",6
35678,"[436093.1689222474, 4415890.213403122]","[19147, 14101, 23676, 20903, 19164]",5
35679,"[456654.93402576615, 4418337.077747007]","[17446, 16710, 17454]",3
35680,"[460773.9046065264, 4420448.741728846]","[8937, 28250, 15639, 9235]",4
35681,"[445170.04187660094, 4420849.8216157695]","[7379, 8611, 11607, 19243, 22335, 21288, 4568, 7391, 19281, 21291]",10
35682,"[454010.61453500506, 4427498.2007430885]","[7412, 5552, 4141, 7744, 5557]",5
35683,"[440687.6356545841, 4417834.748049276]","[21327, 23042, 27505, 6849, 21361, 27507]",6
35684,"[453133.789114513, 4418357.888903573]","[16901, 9504, 16903]",3
35685,"[444635.46584945574, 4428017.932308247]",[764],1
35686,"[446161.61684381746, 4411697.056967839]","[23962, 27505, 18159, 27523, 24155, 18163]",6
35687,"[455328.20941311185, 4412247.719159477]","[7192, 12230, 16901, 24871, 7194, 16925]",6
35688,"[453188.6647626682, 4408145.05290311]","[28350, 12230, 5802, 28371]",4
35689,"[465111.9390501744, 4419665.543838652]","[5217, 19819, 5220]",3
35690,"[472511.02883804566, 4421311.940807733]","[11180, 3848, 18217, 19784, 27590, 18226]",6
35691,"[436312.7481694784, 4414059.199137427]","[23962, 6530, 21531, 27437, 24000, 21786]",6
35692,"[440349.7906680136, 4419666.552893896]","[14402, 27578, 14444]",3
35693,"[440215.71425827587, 4432471.959558136]","[15969, 13835, 28216, 13480, 15983, 28225]",6
35694,"[461612.5607597302, 4400477.136863796]","[26870, 23369, 26873]",3
35695,"[453686.4660190318, 4412714.761754167]","[20066, 14750, 20414, 24633, 20076, 20418]",6
35696,"[447002.96493822924, 4414434.871353566]","[21531, 19211, 2178, 8490, 21699]",5
35697,"[440705.4054287453, 4420121.0739599895]","[17446, 25441, 16178, 8611, 17461, 16201]",6
35698,"[441782.4762135857, 4422856.537397862]","[1721, 22592, 21531, 19211, 21531, 19870, 11845, 1852, 21699, 21716]",10
35699,"[428187.5296965989, 4436692.009669942]","[4648, 24865, 13084, 4673]",4
35700,"[438606.67059153935, 4421814.432380596]","[21807, 7673, 10681, 27590, 21809]",5
35701,"[453959.0686332196, 4418962.571164267]","[18994, 4288, 18995]",3
35702,"[441032.2587006123, 4432008.2760644965]","[11331, 17536, 23288, 17570]",4
35703,"[452227.294807379, 4423546.044345064]","[9901, 4711, 16901, 17826, 17491, 16854, 9902, 16914, 17501]",9
35704,"[440569.5676404035, 4432774.0518600065]","[3227, 9504, 28209, 3249]",4
35705,"[458826.74840421847, 4407502.9682533275]","[18638, 18638, 4568, 16096, 18641, 1]",6
35706,"[457876.39087381377, 4405679.067357428]","[20414, 24871, 20419]",3
35707,"[456220.4713215684, 4424436.61520124]","[18079, 28063, 8937, 25955, 10628, 18100, 9203]",7
35708,"[444378.74651982315, 4424971.176798402]","[23676, 20903, 19147, 14101, 23676, 20903, 4806, 24619, 25457, 25171, 23682, 19164, 4812, 25461]",14
35709,"[449818.3471685971, 4413958.5836338]","[4489, 10254, 8555, 4492]",4
35710,"[442003.33623560384, 4436421.391438219]","[22760, 11561, 4682, 11563]",4
35711,"[464281.2149131185, 4417687.879495365]","[23676, 20903, 5552, 12924, 10681, 23676, 20903, 23682, 5568]",9
35712,"[451181.43763738056, 4425076.960042706]","[9245, 7673, 14528, 9283]",4
35713,"[455338.00592645624, 4413924.333625042]",[21496],1
35714,"[439331.13970951096, 4409614.178939437]","[24634, 7673, 4546, 24635]",4
35715,"[454758.0290944471, 4415147.14668346]","[16178, 15250, 16228]",3
35716,"[446475.7050633825, 4422974.55937204]","[2575, 17064, 18847, 10058, 23146, 24581, 18564, 2575, 12512, 2730, 18852, 24584]",12
35717,"[432707.0211604822, 4418053.36798669]","[21846, 17313, 25465, 10436, 21859, 25477]",6
35718,"[466630.15775628906, 4417982.095378872]","[20066, 14750, 20414, 24633, 15639, 8226, 20076, 20418, 15640]",9
35719,"[438857.4545235134, 4409160.660706126]","[18079, 22167, 18095]",3
35720,"[468341.23070910416, 4462178.925051668]","[15886, 3087, 24425, 15889]",4
35721,"[450657.7018208435, 4452670.577076782]","[25995, 15175, 18104, 14240, 11656, 6109, 26005, 14243]",8
35722,"[442985.1922395349, 4426810.663288365]","[23676, 20903, 11845, 23683]",4
35723,"[455545.30389341654, 4429318.219900209]","[21238, 9885, 18217, 24303, 4039, 18217, 9245, 25213, 22950, 21241, 24305, 9420]",12
35724,"[471438.00028500735, 4416743.213541499]","[4831, 10436, 20165, 13326, 13559, 4840, 13327]",7
35725,"[444607.74639152177, 4424207.353423012]","[12870, 4471, 2926, 27323, 12872, 2936]",6
35726,"[452205.3206452805, 4420040.345036093]","[7907, 7540, 28350, 27265, 28393, 764]",6
35727,"[450357.577964535, 4424624.999011863]",[764],1
35728,"[440984.9709884154, 4425911.3140806975]","[4648, 11954, 4659]",3
35729,"[453844.47278543084, 4419420.543273621]","[17446, 16710, 25465, 11845, 17454, 25482]",6
35730,"[469074.53418543335, 4441750.163999037]","[18079, 22167, 18095]",3
35731,"[441219.48531978496, 4425909.4998511635]","[13835, 19363, 17968, 20767, 20812, 13955, 20791]",7
35732,"[461025.8834114595, 4400784.933963812]",[395],1
35733,"[453807.6083528762, 4413323.729362163]","[20304, 3848, 12291, 26557, 20306, 12310]",6
35734,"[462140.4287830031, 4412058.53333339]","[2331, 19771, 26270, 21531, 27437, 2473, 21786]",7
35735,"[452331.24219694163, 4421411.403707458]","[3428, 6545, 23288, 3439]",4
35736,"[456041.7657857587, 4413767.828605794]","[21434, 7540, 21438]",3
35737,"[412728.7718839191, 4395541.9519612305]","[8398, 14253, 8226, 8405]",4
35738,"[475279.5017441369, 4442794.363654504]","[4648, 24865, 13084, 4673]",4
35739,"[442523.12799254747, 4427728.732128328]","[22760, 8226, 15542, 21531, 27437, 22784, 21786]",7
35740,"[466399.43302466575, 4418897.6470265305]","[18689, 21258, 22230, 21263]",4
35741,"[457291.1110675376, 4406139.574523989]","[2575, 7673, 13835, 8269, 23288, 13878]",6
35742,"[441895.13231452624, 4422245.952224162]","[13168, 25028, 17955, 25033]",4
35743,"[460677.8046774204, 4424564.725912036]","[12539, 22276, 10371, 12544]",4
35744,"[462834.22097894864, 4433851.921041773]","[9663, 5591, 15059, 9667]",4
35745,"[468973.95596696093, 4417057.673055278]","[17313, 19819, 10681, 27590, 17360, 10957]",6
35746,"[447442.3235044379, 4410011.456001744]","[25286, 2525, 27340, 10998, 27357]",5
35747,"[420268.18908821506, 4395917.365220907]","[22973, 15120, 8611, 10518, 27590, 22987, 10525]",7
35748,"[457485.87751751574, 4420009.08470163]","[10349, 18564, 10356]",3
35749,"[440509.7750315972, 4410062.212602943]","[3837, 9943, 18217, 3840]",4
35750,"[442512.76683933195, 4426356.920595517]","[23784, 18656, 20812, 23787]",4
35751,"[446557.7716430825, 4417943.819965792]","[18478, 23826, 16946, 24273, 10681, 7303, 18533, 16959, 10722]",9
35752,"[449028.8355766407, 4418841.485472379]","[13650, 10409, 13654]",3
35753,"[432977.9174372319, 4448690.922177363]","[3227, 6350, 11180, 11786, 17446, 16710, 3239, 17454]",8
35754,"[449380.30803151615, 4436368.593055657]","[13650, 10409, 13654]",3
35755,"[438825.4182149778, 4419831.056654692]","[17064, 16886, 27590, 17143]",4
35756,"[440113.8873305099, 4419515.969850545]","[21496, 23754, 9943, 21526]",4
35757,"[441968.4059233295, 4416453.033075965]","[20359, 25213, 21434, 7540, 21434, 7702, 20398, 21438]",8
35758,"[456904.3175500352, 4420926.904505477]","[27524, 11845, 17968, 23288, 27538, 17977]",6
35759,"[422478.1558333597, 4450925.56923125]","[18689, 2926, 27323, 7702, 7950, 2936, 7703]",7
35760,"[442914.8868911985, 4433060.933014723]","[26966, 3038, 17514, 26969]",4
35761,"[443015.93198480946, 4415225.709772546]","[16486, 16710, 22564, 9943, 16498, 22577]",6
35762,"[451510.9385882253, 4421569.00445416]","[17655, 24273, 17682]",3
35763,"[468778.52998208423, 4426661.154122083]","[10648, 7978, 26109, 10652]",4
35764,"[484831.85961279797, 4422192.001362608]","[7412, 5552, 4141, 7744, 23962, 6530, 8937, 12811, 8611, 5557, 24000, 9055, 960]",13
35765,"[474007.71613480133, 4412923.5099918675]","[21144, 717]",2
35766,"[429931.09362626617, 4396890.219256525]","[14560, 6109, 14562]",3
35767,"[430615.8465634671, 4433315.758624318]","[13650, 10409, 26270, 20151, 4831, 20151, 13654, 26286, 4863]",9
35768,"[437975.4776411069, 4416331.989553388]","[10001, 11331, 1702, 7038, 8597, 24294, 24250, 16579, 28593, 10003, 7052, 16611, 1702]",13
35769,"[468491.39034887997, 4442209.852473076]","[8937, 28250, 15639, 9235]",4
35770,"[441090.4382142783, 4424386.174570134]","[8792, 4648, 24865, 4670]",4
35771,"[451700.8708709939, 4432999.986587843]","[24941, 24774, 15674, 18468, 15675]",5
35772,"[440394.64876092254, 4410367.966404006]","[4988, 12539, 11101, 5013]",4
35773,"[454488.7114329393, 4448530.791697141]","[25995, 15175, 18104, 26005]",4
35774,"[440705.84546106367, 4405030.560723242]",[380],1
35775,"[431011.37734507734, 4450995.250992736]","[21531, 19211, 21699]",3
35776,"[444221.41805296415, 4435490.15977601]","[27578, 11643, 27580]",3
35777,"[454831.2296873752, 4427493.285403831]","[27524, 26406, 9817, 26439]",4
35778,"[444297.5660257803, 4413844.400212067]","[18079, 28250, 18102]",3
35779,"[460350.0031822415, 4406580.398557502]","[17064, 28137, 23476, 16521, 6948, 3573, 17200, 23479, 6949]",9
35780,"[465427.4443132121, 4411585.700394045]","[18678, 24854, 11607, 18687]",4
35781,"[458542.8162580869, 4420155.692342197]","[2043, 25586, 11174, 2167]",4
35782,"[447202.7643512141, 4426322.946967423]","[8269, 19311, 8340]",3
35783,"[445270.9757910334, 4418562.654712128]","[21318, 21318, 5295, 1]",4
35784,"[460561.5894598969, 4402006.670018196]","[6766, 18228]",2
35785,"[454652.3755518556, 4417129.306232706]","[11615, 23369, 21531, 19211, 11627, 21699]",6
35786,"[448222.8044858535, 4421133.3401871165]","[22409, 5788, 27505, 22415]",4
35787,"[455476.7741551641, 4417581.731076079]","[18478, 13480, 18500]",3
35788,"[438812.4293506824, 4403521.161772273]","[17446, 16710, 6948, 3848, 20304, 16486, 17454, 6958, 20328]",9
35789,"[444223.5642733942, 4419789.675950833]","[7673, 10436, 10518, 27590, 10525]",5
35790,"[462280.4741446066, 4416630.536928432]","[7313, 19147, 16359, 21531, 27437, 18079, 28250, 7334, 21786, 18102]",10
35791,"[478246.43676589604, 4416568.360072512]","[5772, 18564, 8226, 5784]",4
35792,"[462841.5298750545, 4411292.982269518]","[2575, 8269, 5855, 14000, 8269, 26508, 10663, 5488, 8548, 2616, 6002, 8367, 10665]",13
35793,"[451128.55211924465, 4398402.815090395]","[14142, 10409, 14148]",3
35794,"[433986.19753136253, 4443651.523308263]","[17640, 5295, 17641]",3
35795,"[450870.0066734775, 4431328.5784316305]","[6530, 3848, 27505, 6531]",4
35796,"[442618.53112261806, 4424831.804468022]","[2043, 18847, 10681, 26557, 2137, 10941]",6
35797,"[443445.10594072036, 4425587.7787150005]","[23962, 19771, 26270, 5420, 12414, 21531, 27437, 24099, 5436, 21786, 894]",11
35798,"[446914.1492644506, 4418551.047190042]","[17446, 16710, 17454]",3
35799,"[444297.19047504984, 4429849.585602722]","[27294, 7673, 8226, 27298]",4
35800,"[449850.38841885776, 4418836.041779554]","[5855, 3647, 18644, 24223, 5184, 14330, 20494, 22603, 14910, 27590, 5872, 18651, 14377, 22633]",14
35801,"[455081.89658245497, 4430235.515444429]","[21496, 23754, 9943, 21526]",4
35802,"[473428.93246440426, 4415364.233715792]","[22441, 28203, 28063, 28204]",4
35803,"[448282.2600078783, 4447046.358012919]","[23123, 23219, 23138]",3
35804,"[441126.622705643, 4413868.168953892]","[9245, 8849, 9245, 9293]",4
35805,"[439583.00983852986, 4411746.197465237]","[19243, 12291, 20959, 20610, 15542, 19262, 20982]",7
35806,"[445795.76603122306, 4426332.835623272]","[9245, 25124, 26104, 25465, 11845, 5855, 3647, 2797, 7220, 4321, 22230, 2575, 12512, 11845, 25131, 25482, 5872, 2807, 4332, 2708]",20
35807,"[446187.3772070827, 4415355.139446252]","[22353, 16096, 22356]",3
35808,"[444286.0259868532, 4428325.3468560735]","[14101, 13808, 14115]",3
35809,"[481321.16453476937, 4425705.503836289]","[5404, 5467, 16359, 24581, 18564, 2575, 12512, 5406, 24584]",9
35810,"[421566.24128846446, 4396208.878104933]","[12539, 22276, 10371, 10052, 12673, 25171, 12544, 10054]",8
35811,"[452553.56610151404, 4419428.462448841]","[7313, 19147, 16359, 21531, 27437, 7334, 21786]",7
35812,"[450675.8825965335, 4419440.371210394]","[18937, 7038, 18938]",3
35813,"[446485.3415312802, 4424346.361583662]","[3014, 3014, 28250, 3015]",4
35814,"[444994.5424521755, 4412772.356093098]","[14694, 9943]",2
35815,"[457841.2845835526, 4420616.814993094]","[22409, 5788, 27505, 22415]",4
35816,"[466156.6003354233, 4417069.642084863]","[17064, 28137, 8937, 7702, 17200]",5
35817,"[476705.95681106177, 4450106.387526574]","[23396, 23210, 3580, 23403]",4
35818,"[434861.5699551671, 4450198.859899285]","[18079, 22167, 18095]",3
35819,"[440872.8810844833, 4411431.258247582]","[1933, 25036, 11725, 8548, 2028, 11746]",6
35820,"[443104.7141829704, 4427114.632826061]","[24941, 24774]",2
35821,"[446991.3382905311, 4412758.250574115]","[16405, 4767, 19476, 24570, 21531, 27437, 16409, 19576, 21786]",9
35822,"[476151.8878647561, 4422519.061607901]","[14155, 27505, 14166]",3
35823,"[454846.6144923148, 4430084.480235531]","[17861, 26109, 17906]",3
35824,"[449962.7564131768, 4418073.166110383]","[25626, 5404, 13015, 20136, 25646, 13034]",6
35825,"[438654.5705160507, 4427758.938228146]","[16074, 15464, 16084]",3
35826,"[522954.34160769556, 4499799.092166436]","[7119, 5855, 16178, 26187, 7127, 16274]",6
35827,"[445697.1290506401, 4412462.478282332]","[28137, 8418, 24449, 20812, 8433]",5
35828,"[449135.9048178484, 4434845.907665524]","[18079, 22167, 18095]",3
35829,"[440275.7288913802, 4440093.250440092]","[17446, 16710, 17454]",3
35830,"[444978.3221371333, 4426795.993836637]","[11284, 19804, 25465, 10436, 11286, 25477]",6
35831,"[442099.5203388928, 4402733.503549922]","[16901, 17058, 16912]",3
35832,"[442968.209012322, 4408824.071980631]","[4648, 24865, 13084, 4673]",4
35833,"[445390.52699287183, 4418866.656608592]","[5855, 22950, 10436, 8226, 6062, 10452, 764]",7
35834,"[426411.17204454326, 4422532.154093894]","[24859, 11830, 24860]",3
35835,"[462646.09482484026, 4419372.3711236045]","[18761, 9879, 8937, 23653, 18775, 9173]",6
35836,"[468329.2439363956, 4431388.196501287]","[17446, 16710, 27619, 25441, 14929, 8548, 22525, 20562, 15748, 17454, 27658, 22540, 1403]",13
